type,timestamp,time_diff,totalCursorDistance,totalMouseClicks,user_id,version_id,option_id,old_group,new_group,old_vote,new_vote,vote_diff,card_order,new_position,old_position,filled_page_action,raw_page_action,option_position,option_position_view
options/updateOptionGroup,2023-10-14 16:27:34.245000+00:00,8.343,605.8443985254517,1,S038,v2,option_30,Undecided,Positive,,,,5.0,,,grouping,,1.0,6.0
options/updateOptionGroup,2023-10-14 16:27:42.593000+00:00,8.348,1055.0533228547838,1,S038,v2,option_11,Undecided,Positive,,,,2.0,,,grouping,,1.0,6.0
options/updateOptionGroup,2023-10-14 16:27:49.388000+00:00,6.795,983.87620491719,1,S038,v2,option_9,Undecided,Positive,,,,3.0,,,grouping,,1.0,6.0
options/updateOptionGroup,2023-10-14 16:27:58.670000+00:00,9.282,198.6934267637546,1,S038,v2,option_15,Undecided,Neutral,,,,4.0,,,grouping,,6.0,1.0
begin voting,2023-10-14 16:28:02.211000+00:00,3.551,2022.70446708798,1,S038,v2,,,,,,,,,,,,,
options/updateOptionVotes,2023-10-14 16:28:54.741000+00:00,52.52,8823.73004598701,2,S038,v2,option_31,,,0.0,4.0,4.0,6.0,,,voting,,5.0,2.0
options/updateOptionVotes,2023-10-14 16:29:14.574000+00:00,19.833,972.2906343778384,2,S038,v2,option_9,,,0.0,4.0,4.0,3.0,,,voting,,1.0,6.0
options/updateOptionVotes,2023-10-14 16:29:24.284000+00:00,9.71,750.2592874562256,2,S038,v2,option_11,,,0.0,3.0,3.0,2.0,,,voting,,2.0,5.0
options/updateOptionVotes,2023-10-14 16:29:30.943000+00:00,6.659,1074.4627889266294,2,S038,v2,option_30,,,0.0,3.0,3.0,5.0,,,voting,,3.0,4.0
options/updateOptionVotes,2023-10-14 16:29:38.740000+00:00,7.797000000000001,619.2211224133187,2,S038,v2,option_5,,,0.0,2.0,2.0,1.0,,,voting,,4.0,3.0
